student_hash,company_slug,university_slug,role_title,role_category,year,season,source
5d870b76a34984c0,microsoft,uiuc,Software Engineer Intern,SWE,2024,Summer,synthetic
9ded4a4653d62103,microsoft,uiuc,Research Intern,Research,2024,Summer,synthetic
2bb9f72872112a82,microsoft,umich,Software Engineer Intern,SWE,2024,Summer,synthetic
0077eec305611428,microsoft,umich,Software Engineer Intern,SWE,2024,Summer,synthetic
6b369f6cbb4a9fc3,microsoft,umich,Product Manager Intern,PM,2024,Summer,synthetic
f77f3e41c79af3e1,microsoft,umich,Software Engineer Intern,SWE,2024,Summer,synthetic
45e1925d198af08c,microsoft,umich,Software Engineer Intern,SWE,2024,Summer,synthetic
c42cf2d8703a56bc,microsoft,umich,Software Engineer Intern,SWE,2024,Summer,synthetic
8d1b4657e60b8d35,microsoft,ut-austin,Software Engineer Intern,SWE,2024,Summer,synthetic
aa5910cb27de7874,microsoft,ut-austin,Software Engineer Intern,SWE,2024,Summer,synthetic
5ec860f932042e2a,microsoft,ut-austin,Product Manager Intern,PM,2024,Summer,synthetic
07ae6a9097b3b2bc,microsoft,ut-austin,Software Engineer Intern,SWE,2024,Summer,synthetic
10e290d65935dd0d,microsoft,ut-austin,Product Design Intern,Design,2024,Summer,synthetic
2c3e7156b0b6924c,microsoft,georgia-tech,Product Manager Intern,PM,2024,Summer,synthetic
0cd80ab541cf0558,microsoft,georgia-tech,Product Manager Intern,PM,2024,Summer,synthetic
59671aeae8997451,microsoft,georgia-tech,Product Manager Intern,PM,2024,Summer,synthetic
7323890d2552bd73,microsoft,georgia-tech,Software Engineer Intern,SWE,2024,Summer,synthetic
39cbc7545e4342aa,microsoft,georgia-tech,Software Engineer Intern,SWE,2024,Summer,synthetic
78bca49af262e9e8,microsoft,georgia-tech,Product Manager Intern,PM,2024,Summer,synthetic
590b4bbf63dd7768,microsoft,purdue,Software Engineer Intern,SWE,2024,Summer,synthetic
132d5a0a18bff4ee,microsoft,purdue,Data Science Intern,Data,2024,Summer,synthetic
fe2652c870969eed,microsoft,purdue,Product Manager Intern,PM,2024,Summer,synthetic
3858f377b27d9f1f,microsoft,purdue,Software Engineer Intern,SWE,2024,Summer,synthetic
0e9dc1d711ae9058,microsoft,u-maryland,Software Engineer Intern,SWE,2024,Summer,synthetic
37da423ca095ba12,microsoft,u-maryland,Software Engineer Intern,SWE,2024,Summer,synthetic
74498b5d8e6985a6,microsoft,u-maryland,Software Engineer Intern,SWE,2024,Summer,synthetic
13f3dae0639e638d,amazon,uw-seattle,Product Manager Intern,PM,2024,Summer,synthetic
29d78f7833fe2f38,amazon,uw-seattle,Data Science Intern,Data,2024,Summer,synthetic
aba17d722ea146ba,amazon,uw-seattle,Product Manager Intern,PM,2024,Summer,synthetic
9436aa3415946c59,amazon,uw-seattle,Data Science Intern,Data,2024,Summer,synthetic
82a07a91b57f9e4d,amazon,uw-seattle,Software Engineer Intern,SWE,2024,Summer,synthetic
9985df2d143105e1,amazon,uw-seattle,Software Engineer Intern,SWE,2024,Summer,synthetic
60e437f059b7cad5,amazon,uw-seattle,Software Engineer Intern,SWE,2024,Summer,synthetic
0a68addc6bd0cb05,amazon,uw-seattle,Software Engineer Intern,SWE,2024,Summer,synthetic
7546b358b42f79aa,amazon,uw-seattle,Software Engineer Intern,SWE,2024,Summer,synthetic
936eb019c2af2d93,amazon,uw-seattle,Software Engineer Intern,SWE,2024,Summer,synthetic
6e86057c67ccbb68,amazon,uw-seattle,Data Science Intern,Data,2024,Summer,synthetic
92365d9c09ccda9e,amazon,uw-seattle,Software Engineer Intern,SWE,2024,Summer,synthetic
ddefad42fd4d4281,amazon,uw-seattle,Software Engineer Intern,SWE,2024,Summer,synthetic
5c1951c595baf34c,amazon,uw-seattle,Software Engineer Intern,SWE,2024,Summer,synthetic
55817ee2e256a201,amazon,uw-seattle,Software Engineer Intern,SWE,2024,Summer,synthetic
e8f174a05f0f91ac,amazon,uw-seattle,Product Manager Intern,PM,2024,Summer,synthetic
468450a70edbd9c6,amazon,uw-seattle,Data Science Intern,Data,2024,Summer,synthetic
5551ea0fedb4e20a,amazon,uc-berkeley,Software Engineer Intern,SWE,2024,Summer,synthetic
bef99587ef485359,amazon,uc-berkeley,Software Engineer Intern,SWE,2024,Summer,synthetic
a2b3c8df7534b0d9,amazon,uc-berkeley,Data Science Intern,Data,2024,Summer,synthetic
5d59dbcc38f42eb6,amazon,uc-berkeley,Software Engineer Intern,SWE,2024,Summer,synthetic
4417b24ca0bd1da0,amazon,uc-berkeley,Product Manager Intern,PM,2024,Summer,synthetic
4019d08a1e459a70,amazon,uc-berkeley,Data Science Intern,Data,2024,Summer,synthetic
326c4a47eadb0321,amazon,uc-berkeley,Data Science Intern,Data,2024,Summer,synthetic
9880735f605704a2,amazon,uc-berkeley,Software Engineer Intern,SWE,2024,Summer,synthetic
5fa2789bedce7b18,amazon,uc-berkeley,Software Engineer Intern,SWE,2024,Summer,synthetic
8ef6acdfee52b828,amazon,carnegie-mellon,Software Engineer Intern,SWE,2024,Summer,synthetic
7142b702abd26794,amazon,carnegie-mellon,Software Engineer Intern,SWE,2024,Summer,synthetic
0947213718d04347,amazon,carnegie-mellon,Product Manager Intern,PM,2024,Summer,synthetic
526ea16c4a3c8dc4,amazon,carnegie-mellon,Software Engineer Intern,SWE,2024,Summer,synthetic
c62b5fe3850354a8,amazon,carnegie-mellon,Software Engineer Intern,SWE,2024,Summer,synthetic
7329d032ce4c8e99,amazon,carnegie-mellon,Data Science Intern,Data,2024,Summer,synthetic
a04247bc19ebbf4f,amazon,uiuc,Data Science Intern,Data,2024,Summer,synthetic
9b38383dbe66f62a,amazon,uiuc,Software Engineer Intern,SWE,2024,Summer,synthetic
57eb2ab241953df1,amazon,uiuc,Software Engineer Intern,SWE,2024,Summer,synthetic
9c246f710bf54648,amazon,uiuc,Data Science Intern,Data,2024,Summer,synthetic
97010ae3224aedcc,amazon,uiuc,Software Engineer Intern,SWE,2024,Summer,synthetic
f8261eff67964faa,amazon,uiuc,Data Science Intern,Data,2024,Summer,synthetic
d0e5b1be9af88c39,amazon,uiuc,Data Science Intern,Data,2024,Summer,synthetic
739b1facf548538b,amazon,umich,Software Engineer Intern,SWE,2024,Summer,synthetic
4aaf401832ada086,amazon,umich,Software Engineer Intern,SWE,2024,Summer,synthetic
21d282a425b03097,amazon,umich,Operations Intern,Other,2024,Summer,synthetic
25201f405bd6ccc1,amazon,umich,Software Engineer Intern,SWE,2024,Summer,synthetic
967a192c115b0f29,amazon,umich,Software Engineer Intern,SWE,2024,Summer,synthetic
d1dee938f4e3e3f1,amazon,umich,Software Engineer Intern,SWE,2024,Summer,synthetic
03b67f64d5ac2bb9,amazon,georgia-tech,Software Engineer Intern,SWE,2024,Summer,synthetic
b912c02582346378,amazon,georgia-tech,Product Manager Intern,PM,2024,Summer,synthetic
307ae9ddc6a1a262,amazon,georgia-tech,Data Science Intern,Data,2024,Summer,synthetic
df0897d917635c66,amazon,georgia-tech,Operations Intern,Other,2024,Summer,synthetic
a42bfe9ade916ff3,amazon,georgia-tech,Software Engineer Intern,SWE,2024,Summer,synthetic
93368ce4d0cf4965,amazon,georgia-tech,Operations Intern,Other,2024,Summer,synthetic
7e2bd15ffe8bbb9d,amazon,georgia-tech,Product Manager Intern,PM,2024,Summer,synthetic
ea379c6c93958420,amazon,georgia-tech,Data Science Intern,Data,2024,Summer,synthetic
253b20b1f60fa506,amazon,georgia-tech,Data Science Intern,Data,2024,Summer,synthetic
0a45c5a124d9a4a0,amazon,ucla,Product Manager Intern,PM,2024,Summer,synthetic
7473735e8c026806,amazon,ucla,Software Engineer Intern,SWE,2024,Summer,synthetic
07b80b900989fec2,amazon,ucla,Product Manager Intern,PM,2024,Summer,synthetic
f783bd51f96e8667,amazon,ucla,Data Science Intern,Data,2024,Summer,synthetic
841c52163cf110f5,amazon,ucla,Software Engineer Intern,SWE,2024,Summer,synthetic
fc4b9d305d455657,amazon,ucla,Software Engineer Intern,SWE,2024,Summer,synthetic
bbc300a76a4ea914,amazon,ucla,Software Engineer Intern,SWE,2024,Summer,synthetic
7b72a1353f102b7b,amazon,ut-austin,Data Science Intern,Data,2024,Summer,synthetic
570f350542889405,amazon,ut-austin,Software Engineer Intern,SWE,2024,Summer,synthetic
1123c432241d763e,amazon,ut-austin,Data Science Intern,Data,2024,Summer,synthetic
0407cb6b58517b17,amazon,ut-austin,Software Engineer Intern,SWE,2024,Summer,synthetic
37b8338fad289734,amazon,ut-austin,Software Engineer Intern,SWE,2024,Summer,synthetic
a0f7a0f1f6c66685,amazon,ut-austin,Software Engineer Intern,SWE,2024,Summer,synthetic
5702731a97df36b3,amazon,ut-austin,Software Engineer Intern,SWE,2024,Summer,synthetic
5257cc02eafe5b0d,amazon,purdue,Software Engineer Intern,SWE,2024,Summer,synthetic
9f372c8ce9594be4,amazon,purdue,Software Engineer Intern,SWE,2024,Summer,synthetic
ef7c02d1773b0cbc,amazon,purdue,Software Engineer Intern,SWE,2024,Summer,synthetic
15b8b1cc7e137eb5,amazon,purdue,Data Science Intern,Data,2024,Summer,synthetic
2da6d64e4855b2c7,amazon,purdue,Data Science Intern,Data,2024,Summer,synthetic
d4e97b1124e2c367,amazon,usc,Software Engineer Intern,SWE,2024,Summer,synthetic
592c5f4b15dcb584,amazon,usc,Software Engineer Intern,SWE,2024,Summer,synthetic
470fc14a5c0e9ac9,amazon,usc,Software Engineer Intern,SWE,2024,Summer,synthetic
cd79b9ce03f902e7,amazon,northeastern,Software Engineer Intern,SWE,2024,Summer,synthetic
5c9b438180eb05bf,amazon,northeastern,Product Manager Intern,PM,2024,Summer,synthetic
930b6cf771a0cc10,amazon,northeastern,Software Engineer Intern,SWE,2024,Summer,synthetic
6fb3e83000b7966b,amazon,northeastern,Data Science Intern,Data,2024,Summer,synthetic
b5d6137c2e82388b,amazon,rutgers,Data Science Intern,Data,2024,Summer,synthetic
78f8db5a7fc08581,amazon,rutgers,Software Engineer Intern,SWE,2024,Summer,synthetic
a4f1fe5844e0c555,amazon,rutgers,Software Engineer Intern,SWE,2024,Summer,synthetic
5a91fa12a1e7aa77,amazon,rutgers,Software Engineer Intern,SWE,2024,Summer,synthetic
bb9fa4e0a46d0574,amazon,uc-davis,Product Manager Intern,PM,2024,Summer,synthetic
d43920921339725a,amazon,uc-davis,Operations Intern,Other,2024,Summer,synthetic
cd97ea61f79482c6,amazon,uc-davis,Software Engineer Intern,SWE,2024,Summer,synthetic
5f9a8237c6fc216a,amazon,uc-davis,Data Science Intern,Data,2024,Summer,synthetic
a08c23e8ae68acf7,amazon,yale,Software Engineer Intern,SWE,2024,Summer,synthetic
3239e9a620d693af,amazon,yale,Software Engineer Intern,SWE,2024,Summer,synthetic
bc7c7111610a48d4,netflix,stanford,Software Engineer Intern,SWE,2024,Summer,synthetic
8149e15edad16146,netflix,stanford,Product Design Intern,Design,2024,Summer,synthetic
c203570953379d3c,netflix,stanford,Software Engineer Intern,SWE,2024,Summer,synthetic
31b4affbbe9fda12,netflix,stanford,Software Engineer Intern,SWE,2024,Summer,synthetic
1ab4662af74d2530,netflix,ucla,Software Engineer Intern,SWE,2024,Summer,synthetic
4c98841d559de380,netflix,ucla,Product Design Intern,Design,2024,Summer,synthetic
11039cec80363675,netflix,ucla,Software Engineer Intern,SWE,2024,Summer,synthetic
8125d33478c4972c,netflix,ucla,Software Engineer Intern,SWE,2024,Summer,synthetic
96690fe932ab31a7,netflix,ucla,Product Design Intern,Design,2024,Summer,synthetic
2bd045d5d4caf261,netflix,ucla,Software Engineer Intern,SWE,2024,Summer,synthetic
bbe6b80f2e1eabb8,netflix,uc-berkeley,Software Engineer Intern,SWE,2024,Summer,synthetic
5e307351e9769c08,netflix,uc-berkeley,Software Engineer Intern,SWE,2024,Summer,synthetic
c1948a08fd378c5a,netflix,uc-berkeley,Software Engineer Intern,SWE,2024,Summer,synthetic
318d5003b426a0c8,netflix,uc-berkeley,Software Engineer Intern,SWE,2024,Summer,synthetic
c040c65c2ace2c24,netflix,uc-berkeley,Software Engineer Intern,SWE,2024,Summer,synthetic
54907d25efcfdbd1,netflix,usc,Product Manager Intern,PM,2024,Summer,synthetic
cdbbb10b1191d574,netflix,usc,Software Engineer Intern,SWE,2024,Summer,synthetic
d528d92ced951402,netflix,usc,Product Manager Intern,PM,2024,Summer,synthetic
203e94de3fe4985f,netflix,usc,Product Manager Intern,PM,2024,Summer,synthetic
485655e4143442ae,netflix,carnegie-mellon,Software Engineer Intern,SWE,2024,Summer,synthetic
170873f6dce2b1f9,netflix,carnegie-mellon,Software Engineer Intern,SWE,2024,Summer,synthetic
b0e3e46d30dd810b,netflix,carnegie-mellon,Software Engineer Intern,SWE,2024,Summer,synthetic
bafa09397fe6903c,netflix,mit,Software Engineer Intern,SWE,2024,Summer,synthetic
03647de332154e55,netflix,mit,Product Design Intern,Design,2024,Summer,synthetic
6223b5f96f8ac0d0,netflix,mit,Product Manager Intern,PM,2024,Summer,synthetic
b57efeed531fc258,netflix,u-maryland,Data Science Intern,Data,2024,Summer,synthetic
2ac47cb9ceb93718,nvidia,carnegie-mellon,Software Engineer Intern,SWE,2024,Summer,synthetic
1c67aded21c6b0c6,nvidia,carnegie-mellon,Software Engineer Intern,SWE,2024,Summer,synthetic
1a01a6c878c07521,nvidia,carnegie-mellon,Software Engineer Intern,SWE,2024,Summer,synthetic
9d920e4e96939469,nvidia,carnegie-mellon,Hardware Engineer Intern,Research,2024,Summer,synthetic
62cffe681779d1c0,nvidia,carnegie-mellon,Hardware Engineer Intern,Research,2024,Summer,synthetic
f94989b5e45c9e28,nvidia,carnegie-mellon,Software Engineer Intern,SWE,2024,Summer,synthetic
c22ce24d77bef3c1,nvidia,carnegie-mellon,Hardware Engineer Intern,Research,2024,Summer,synthetic
4d80bcdc830abe2b,nvidia,stanford,Software Engineer Intern,SWE,2024,Summer,synthetic
066e4412e68b1d9e,nvidia,stanford,Hardware Engineer Intern,Research,2024,Summer,synthetic
a17f45cb6007d128,nvidia,stanford,Hardware Engineer Intern,Research,2024,Summer,synthetic
58df8ad0440266c4,nvidia,stanford,Software Engineer Intern,SWE,2024,Summer,synthetic
b1fb7696b42e66e5,nvidia,stanford,Hardware Engineer Intern,Research,2024,Summer,synthetic
06d8a2fb82e57858,nvidia,stanford,Data Science Intern,Data,2024,Summer,synthetic
40b9b1f8b928ee3d,nvidia,stanford,Software Engineer Intern,SWE,2024,Summer,synthetic
ee5324a43c9f5b0d,nvidia,stanford,Software Engineer Intern,SWE,2024,Summer,synthetic
1bdb023134c30681,nvidia,stanford,Software Engineer Intern,SWE,2024,Summer,synthetic
a51b4d04d5fba762,nvidia,mit,Data Science Intern,Data,2024,Summer,synthetic
fd16f5f9e3575bd3,nvidia,mit,Software Engineer Intern,SWE,2024,Summer,synthetic
23ab37d44dd7890b,nvidia,mit,Hardware Engineer Intern,Research,2024,Summer,synthetic
98e12a31aec33430,nvidia,mit,Software Engineer Intern,SWE,2024,Summer,synthetic
a0e8eb2d65937920,nvidia,mit,Hardware Engineer Intern,Research,2024,Summer,synthetic
56b31247440e43e2,nvidia,mit,Hardware Engineer Intern,Research,2024,Summer,synthetic
6671374281bfaa25,nvidia,mit,Software Engineer Intern,SWE,2024,Summer,synthetic
ca2f1f466b490385,nvidia,uc-berkeley,Data Science Intern,Data,2024,Summer,synthetic
27809e0a76d8b3b4,nvidia,uc-berkeley,Hardware Engineer Intern,Research,2024,Summer,synthetic
3a182d49ab7d221e,nvidia,uc-berkeley,Software Engineer Intern,SWE,2024,Summer,synthetic
7ecc0924ce881123,nvidia,uc-berkeley,Data Science Intern,Data,2024,Summer,synthetic
d245c7b1969b5a18,nvidia,uc-berkeley,Hardware Engineer Intern,Research,2024,Summer,synthetic
eb140fa97af674e1,nvidia,uc-berkeley,Software Engineer Intern,SWE,2024,Summer,synthetic
960417ab3ef31fb7,nvidia,uiuc,Software Engineer Intern,SWE,2024,Summer,synthetic
334e1c40ee53bc9a,nvidia,uiuc,Hardware Engineer Intern,Research,2024,Summer,synthetic
fb8ecb6e5adfac7f,nvidia,uiuc,Software Engineer Intern,SWE,2024,Summer,synthetic
ee606d99737311d9,nvidia,uiuc,Hardware Engineer Intern,Research,2024,Summer,synthetic
2c30fa3c0fab0d4c,nvidia,georgia-tech,Software Engineer Intern,SWE,2024,Summer,synthetic
4c721efc45b04b2d,nvidia,georgia-tech,Data Science Intern,Data,2024,Summer,synthetic
aa8ed50aacc8fa5c,nvidia,georgia-tech,Hardware Engineer Intern,Research,2024,Summer,synthetic
5cd79c92536303d9,nvidia,georgia-tech,Hardware Engineer Intern,Research,2024,Summer,synthetic
4e59230e17c404a5,nvidia,caltech,Software Engineer Intern,SWE,2024,Summer,synthetic
5f46cdbcc5fffc53,nvidia,caltech,Hardware Engineer Intern,Research,2024,Summer,synthetic
2c89b30411991cf9,nvidia,caltech,Data Science Intern,Data,2024,Summer,synthetic
73f2ffb5b6fd1fe8,nvidia,caltech,Software Engineer Intern,SWE,2024,Summer,synthetic
95f35289c019a6e1,nvidia,ucla,Hardware Engineer Intern,Research,2024,Summer,synthetic
117e838bcc3caa68,nvidia,ucla,Hardware Engineer Intern,Research,2024,Summer,synthetic
dee14949d497224b,nvidia,ucla,Software Engineer Intern,SWE,2024,Summer,synthetic
0491e90a1d58c209,nvidia,umich,Hardware Engineer Intern,Research,2024,Summer,synthetic
b7f923da53eed47b,nvidia,upenn,Software Engineer Intern,SWE,2024,Summer,synthetic
0b115500eb8a8f05,tesla,stanford,Product Manager Intern,PM,2024,Summer,synthetic
2af144e4538137cc,tesla,stanford,Software Engineer Intern,SWE,2024,Summer,synthetic
75861c8278b063a7,tesla,stanford,Product Manager Intern,PM,2024,Summer,synthetic
c7f18e3f43d2cc82,tesla,stanford,Software Engineer Intern,SWE,2024,Summer,synthetic
fcb13d1c2a6ac5d2,tesla,stanford,Software Engineer Intern,SWE,2024,Summer,synthetic
07bb14ee36051279,tesla,stanford,Software Engineer Intern,SWE,2024,Summer,synthetic
08e9a9a3fb0e5e76,tesla,uc-berkeley,Software Engineer Intern,SWE,2024,Summer,synthetic
2f4caf09a24a797c,tesla,uc-berkeley,Software Engineer Intern,SWE,2024,Summer,synthetic
f44c15e6d5e74046,tesla,uc-berkeley,Software Engineer Intern,SWE,2024,Summer,synthetic
3e5c2c6cdd46cff7,tesla,uc-berkeley,Software Engineer Intern,SWE,2024,Summer,synthetic
192304a89c361d13,tesla,uc-berkeley,Data Science Intern,Data,2024,Summer,synthetic
61a90b2d5b0a2c97,tesla,ucla,Software Engineer Intern,SWE,2024,Summer,synthetic
070ef06426f7936c,tesla,ucla,Software Engineer Intern,SWE,2024,Summer,synthetic
f553f459b54205ea,tesla,ucla,Software Engineer Intern,SWE,2024,Summer,synthetic
3fd819433cb93c86,tesla,ucla,Software Engineer Intern,SWE,2024,Summer,synthetic
54fbc09656cc7f2c,tesla,ucla,Software Engineer Intern,SWE,2024,Summer,synthetic
583b5242969658bb,tesla,ut-austin,Software Engineer Intern,SWE,2024,Summer,synthetic
1886826d2f9d5af3,tesla,ut-austin,Product Manager Intern,PM,2024,Summer,synthetic
754ac785b6166736,tesla,ut-austin,Software Engineer Intern,SWE,2024,Summer,synthetic
fa0d52c3cd888db5,tesla,ut-austin,Software Engineer Intern,SWE,2024,Summer,synthetic
9c741c09e3425d8e,tesla,carnegie-mellon,Software Engineer Intern,SWE,2024,Summer,synthetic
05d9c734883cc528,tesla,carnegie-mellon,Software Engineer Intern,SWE,2024,Summer,synthetic
7bf232fe4daaecfb,tesla,carnegie-mellon,Product Manager Intern,PM,2024,Summer,synthetic
da3368c1f836ad1f,tesla,mit,Software Engineer Intern,SWE,2024,Summer,synthetic
e2c7a7a4c7cfeba1,tesla,mit,Software Engineer Intern,SWE,2024,Summer,synthetic
22fd09b3994ce07e,tesla,mit,Operations Intern,Other,2024,Summer,synthetic
273ceebbbf2d56df,tesla,usc,Software Engineer Intern,SWE,2024,Summer,synthetic
e738bbe155b2a790,tesla,usc,Software Engineer Intern,SWE,2024,Summer,synthetic
a45d3a7307cb54c7,tesla,usc,Software Engineer Intern,SWE,2024,Summer,synthetic
6eee9b56744fcd83,anthropic,mit,AI Research Intern,Research,2024,Summer,synthetic
46e3ca46c040d3b6,anthropic,mit,ML Engineer Intern,SWE,2024,Summer,synthetic
30fb07376c3fdcec,anthropic,mit,Research Data Intern,Data,2024,Summer,synthetic
3e75b7be8a7d9980,anthropic,mit,ML Engineer Intern,SWE,2024,Summer,synthetic
b7765ef5c985b590,anthropic,mit,AI Research Intern,Research,2024,Summer,synthetic
0dd0c67f2a550233,anthropic,mit,ML Engineer Intern,SWE,2024,Summer,synthetic
89290e891e13d1cc,anthropic,mit,AI Research Intern,Research,2024,Summer,synthetic
647808df898003ba,anthropic,stanford,ML Engineer Intern,SWE,2024,Summer,synthetic
65506588bb445bf0,anthropic,stanford,ML Engineer Intern,SWE,2024,Summer,synthetic
e4ed822e77537438,anthropic,stanford,Research Data Intern,Data,2024,Summer,synthetic
99534990b18432f8,anthropic,stanford,ML Engineer Intern,SWE,2024,Summer,synthetic
a20dd0c9fae0086e,anthropic,stanford,AI Research Intern,Research,2024,Summer,synthetic
e7b4da72983e0202,anthropic,stanford,AI Research Intern,Research,2024,Summer,synthetic
b29d44044aed3902,anthropic,uc-berkeley,ML Engineer Intern,SWE,2024,Summer,synthetic
3eb103b061e22bd3,anthropic,uc-berkeley,AI Research Intern,Research,2024,Summer,synthetic
0a0b81796b7fd9d4,anthropic,uc-berkeley,AI Research Intern,Research,2024,Summer,synthetic
f1af1489e7b3bab6,anthropic,uc-berkeley,AI Research Intern,Research,2024,Summer,synthetic
f686c66d43a5f899,anthropic,carnegie-mellon,Research Data Intern,Data,2024,Summer,synthetic
a8fbe2136162e16f,anthropic,carnegie-mellon,ML Engineer Intern,SWE,2024,Summer,synthetic
2bef3a0073eb784f,anthropic,carnegie-mellon,ML Engineer Intern,SWE,2024,Summer,synthetic
f82e4461ea43a72a,anthropic,carnegie-mellon,AI Research Intern,Research,2024,Summer,synthetic
7f44c8978ff16436,anthropic,princeton,AI Research Intern,Research,2024,Summer,synthetic
c2e59ba6c239b500,anthropic,princeton,AI Research Intern,Research,2024,Summer,synthetic
5ea951c75f90f446,anthropic,harvard,Research Data Intern,Data,2024,Summer,synthetic
abc3ceb80174619f,anthropic,harvard,AI Research Intern,Research,2024,Summer,synthetic
11a9908dc76db4e6,anthropic,yale,AI Research Intern,Research,2024,Summer,synthetic
247b07623bce5d41,anthropic,yale,ML Engineer Intern,SWE,2024,Summer,synthetic
5df3920859606aa2,anthropic,columbia,AI Research Intern,Research,2024,Summer,synthetic
dd30dd9a6eae97fe,openai,stanford,Research Data Intern,Data,2024,Summer,synthetic
297412cb205f2b3e,openai,stanford,AI Research Intern,Research,2024,Summer,synthetic
69431eee534bbdf8,openai,stanford,AI Research Intern,Research,2024,Summer,synthetic
50c0a4e9c2ba5cd9,openai,stanford,ML Engineer Intern,SWE,2024,Summer,synthetic
cd2449892dfa983e,openai,stanford,AI Research Intern,Research,2024,Summer,synthetic
e157299931683fa0,openai,stanford,ML Engineer Intern,SWE,2024,Summer,synthetic
0bca4bd9f19bec37,openai,stanford,ML Engineer Intern,SWE,2024,Summer,synthetic
49b231f983b8a7af,openai,stanford,ML Engineer Intern,SWE,2024,Summer,synthetic
05e15ee2c9c3a1e7,openai,stanford,AI Research Intern,Research,2024,Summer,synthetic
5e27d9953abfc3c7,openai,uc-berkeley,AI Research Intern,Research,2024,Summer,synthetic
d4e7688717d66d72,openai,uc-berkeley,ML Engineer Intern,SWE,2024,Summer,synthetic
9e59f5e726df41c4,openai,uc-berkeley,AI Research Intern,Research,2024,Summer,synthetic
f17e17b0a1f48ba7,openai,uc-berkeley,ML Engineer Intern,SWE,2024,Summer,synthetic
fa182156b1cb8517,openai,uc-berkeley,AI Research Intern,Research,2024,Summer,synthetic
a3f5892a1bcbfe47,openai,uc-berkeley,Research Data Intern,Data,2024,Summer,synthetic
e99bd14b0d25f0f8,openai,uc-berkeley,AI Research Intern,Research,2024,Summer,synthetic
14a627a8271de56a,openai,mit,ML Engineer Intern,SWE,2024,Summer,synthetic
5c27a1369cecd0a8,openai,mit,AI Research Intern,Research,2024,Summer,synthetic
4f1b7b3e3e886e1e,openai,mit,AI Research Intern,Research,2024,Summer,synthetic
aab9c0d0d413ef94,openai,mit,AI Research Intern,Research,2024,Summer,synthetic
f600446f6b99f737,openai,mit,ML Engineer Intern,SWE,2024,Summer,synthetic
db38f24d82b3d04d,openai,mit,AI Research Intern,Research,2024,Summer,synthetic
45e299e145baa122,openai,carnegie-mellon,ML Engineer Intern,SWE,2024,Summer,synthetic
f758920f083f0dec,openai,carnegie-mellon,AI Research Intern,Research,2024,Summer,synthetic
e17c4baec6364f3e,openai,carnegie-mellon,AI Research Intern,Research,2024,Summer,synthetic
b1a9062ef6b2996a,openai,carnegie-mellon,AI Research Intern,Research,2024,Summer,synthetic
8453021b3406a227,openai,caltech,ML Engineer Intern,SWE,2024,Summer,synthetic
1d5b6403d6c3b327,openai,caltech,AI Research Intern,Research,2024,Summer,synthetic
d429161e88116cb4,openai,harvard,AI Research Intern,Research,2024,Summer,synthetic
8aefc991058c74cc,openai,uc-davis,AI Research Intern,Research,2024,Summer,synthetic
93e566cbd46f91d5,openai,rutgers,ML Engineer Intern,SWE,2024,Summer,synthetic
53d6d8a8c0b7572b,deepmind,mit,ML Engineer Intern,SWE,2024,Summer,synthetic
5e168a43a2d35079,deepmind,mit,AI Research Intern,Research,2024,Summer,synthetic
6f8bb9cb0bccfe46,deepmind,mit,AI Research Intern,Research,2024,Summer,synthetic
6984a89bdcc1281a,deepmind,mit,AI Research Intern,Research,2024,Summer,synthetic
f83638dbb6744cbd,deepmind,stanford,ML Engineer Intern,SWE,2024,Summer,synthetic
0860253fa68bed44,deepmind,stanford,AI Research Intern,Research,2024,Summer,synthetic
afff8e8f3d19cc51,deepmind,stanford,AI Research Intern,Research,2024,Summer,synthetic
61af0432119bdabe,deepmind,stanford,ML Engineer Intern,SWE,2024,Summer,synthetic
9d1723b6f816ecaf,deepmind,carnegie-mellon,Research Data Intern,Data,2024,Summer,synthetic
b630f0022b20222b,deepmind,carnegie-mellon,AI Research Intern,Research,2024,Summer,synthetic
1a742b997b6663d4,deepmind,carnegie-mellon,AI Research Intern,Research,2024,Summer,synthetic
749dc2df6e24248f,deepmind,uc-berkeley,AI Research Intern,Research,2024,Summer,synthetic
f4e555f86bc8a941,deepmind,uc-berkeley,AI Research Intern,Research,2024,Summer,synthetic
b4bbd22de38765b0,deepmind,princeton,AI Research Intern,Research,2024,Summer,synthetic
f6ce562b44be3c17,scale-ai,stanford,ML Engineer Intern,SWE,2024,Summer,synthetic
8631f33b56425f94,scale-ai,stanford,ML Engineer Intern,SWE,2024,Summer,synthetic
f26f0cd85ee36e1d,scale-ai,stanford,Research Data Intern,Data,2024,Summer,synthetic
bf26b6af1c2d5465,scale-ai,stanford,Research Data Intern,Data,2024,Summer,synthetic
7139b43a1c23f96f,scale-ai,mit,AI Research Intern,Research,2024,Summer,synthetic
0393808d29280765,scale-ai,mit,AI Research Intern,Research,2024,Summer,synthetic
0c164d2b57b9532d,scale-ai,mit,ML Engineer Intern,SWE,2024,Summer,synthetic
b55ab531af8798a1,scale-ai,uc-berkeley,ML Engineer Intern,SWE,2024,Summer,synthetic
e300f298e849e7a3,scale-ai,uc-berkeley,Research Data Intern,Data,2024,Summer,synthetic
51263e806a041877,scale-ai,carnegie-mellon,ML Engineer Intern,SWE,2024,Summer,synthetic
26564325ea5587ed,scale-ai,ucla,AI Research Intern,Research,2024,Summer,synthetic
